model,split,split_title,condition_index,condition_group,condition_label,aigc_recall,auroc,average_precision,balanced_accuracy,brier,ece_15,false_positive_rate,fn,fp,macro_f1,mean_forensic_gate_fraction,mean_semantic_gate_fraction,n,real_specificity,threshold,tn,tp,tpr_at_fpr_1pct,tpr_at_fpr_5pct,transform,transform_name,transform_params
b0,hard_galip,Hard GALIP,9,legacy_single_stage,Resize 0.25 bilinear,0.396,0.44404800000000005,0.4610794463944993,0.468,0.4959717392921448,0.49576956033706665,0.46,151,115,0.46522774060730826,,,500,0.54,0.998046875,135,99,0.0,0.012,resize__interpolation=bilinear_scale=0.25,resize,"{""interpolation"":""bilinear"",""scale"":0.25}"
b0,hard_galip,Hard GALIP,10,legacy_single_stage,Gaussian noise sigma=0.02,0.216,0.41306400000000004,0.4321996893836194,0.39599999999999996,0.4942150413990021,0.4936943238973618,0.424,196,106,0.37577511368334027,,,500,0.576,0.998046875,144,54,0.0,0.008,gaussian_noise__sigma=0.02,gaussian_noise,"{""seed"":20260827,""sigma"":0.02}"
b0,hard_galip,Hard GALIP,11,legacy_single_stage,Gaussian noise sigma=0.05,0.324,0.459552,0.4628546933419044,0.44599999999999995,0.4950532615184784,0.4952490047216416,0.432,169,108,0.4376296801594939,,,500,0.568,0.998046875,142,81,0.0,0.02,gaussian_noise__sigma=0.05,gaussian_noise,"{""seed"":20260827,""sigma"":0.05}"
b0,hard_galip,Hard GALIP,12,legacy_single_stage,Gaussian noise sigma=0.10,0.684,0.47773599999999994,0.4818197272219212,0.502,0.49752146005630493,0.4975302815437317,0.68,79,170,0.4849391235277326,,,500,0.32,0.998046875,80,171,0.0,0.0,gaussian_noise__sigma=0.1,gaussian_noise,"{""seed"":20260827,""sigma"":0.1}"
b0,hard_galip,Hard GALIP,13,legacy_single_stage,Color jitter 0.8/0.8/0.8,0.148,0.411912,0.4352278633989635,0.41200000000000003,0.49272021651268005,0.4927637000083923,0.324,213,81,0.3679485415520088,,,500,0.676,0.998046875,169,37,0.0,0.008,color_jitter__brightness=0.8_contrast=0.8_saturation=0.8,color_jitter,"{""brightness"":0.8,""contrast"":0.8,""saturation"":0.8}"
b0,hard_galip,Hard GALIP,14,legacy_single_stage,Color jitter 1.2/1.2/1.2,0.368,0.457008,0.45893549986103593,0.46799999999999997,0.4951767325401306,0.4949033260345459,0.432,158,108,0.4626262626262626,,,500,0.568,0.998046875,142,92,0.0,0.008,color_jitter__brightness=1.2_contrast=1.2_saturation=1.2,color_jitter,"{""brightness"":1.2,""contrast"":1.2,""saturation"":1.2}"
b0,hard_galip,Hard GALIP,15,legacy_single_stage,Center crop ratio=0.8,0.264,0.42045600000000005,0.4463457042739494,0.442,0.4946163296699524,0.4945087616443634,0.38,184,95,0.4237418363426815,,,500,0.62,0.998046875,155,66,0.0,0.016,center_crop__ratio=0.8,center_crop,"{""ratio"":0.8}"
b0,hard_galip,Hard GALIP,16,legacy_two_stage,2-stage resize 0.5 + JPEG Q70,0.244,0.42943200000000004,0.4461490686537484,0.444,0.4946995973587036,0.4946445132493973,0.356,189,89,0.4208333333333333,,,500,0.644,0.998046875,161,61,0.0,0.008,resize__interpolation=bicubic_scale=0.5__jpeg__quality=70,combo_resize_jpeg,"{""transforms"":[{""name"":""resize"",""params"":{""interpolation"":""bicubic"",""scale"":0.5}},{""name"":""jpeg"",""params"":{""quality"":70}}]}"
b0,hard_galip,Hard GALIP,17,legacy_two_stage,2-stage crop 0.8 + JPEG Q50,0.244,0.44089599999999995,0.45579486719230666,0.45,0.4941824972629547,0.49370704698562623,0.344,189,86,0.42562585895042004,,,500,0.656,0.998046875,164,61,0.0,0.012,center_crop__ratio=0.8__jpeg__quality=50,combo_crop_jpeg,"{""transforms"":[{""name"":""center_crop"",""params"":{""ratio"":0.8}},{""name"":""jpeg"",""params"":{""quality"":50}}]}"
b0,hard_galip,Hard GALIP,18,new_four_stage_a,4-stage A platform repost,0.336,0.456968,0.4670579420397135,0.48,0.4946419894695282,0.49469238519668585,0.376,166,94,0.4689889549702634,,,500,0.624,0.998046875,156,84,0.012,0.012,center_crop__ratio=0.85__resize__interpolation=bicubic_scale=0.5__gaussian_blur__sigma=1.0__jpeg__quality=50,combo_four_stage_platform_repost,"{""transforms"":[{""name"":""center_crop"",""params"":{""ratio"":0.85}},{""name"":""resize"",""params"":{""interpolation"":""bicubic"",""scale"":0.5}},{""name"":""gaussian_blur"",""params"":{""sigma"":1.0}},{""name"":""jpeg"",""params"":{""quality"":50}}]}"
b0,hard_galip,Hard GALIP,19,new_four_stage_b,4-stage B edit repost,0.364,0.460144,0.472238312839608,0.462,0.49537697434425354,0.4952880977392197,0.44,159,110,0.4567829433883013,,,500,0.56,0.998046875,140,91,0.0,0.012,color_jitter__brightness=1.15_contrast=1.15_saturation=0.85__resize__interpolation=bilinear_scale=0.5__gaussian_noise__sigma=0.05__jpeg__quality=50,combo_four_stage_edit_repost,"{""transforms"":[{""name"":""color_jitter"",""params"":{""brightness"":1.15,""contrast"":1.15,""saturation"":0.85}},{""name"":""resize"",""params"":{""interpolation"":""bilinear"",""scale"":0.5}},{""name"":""gaussian_noise"",""params"":{""seed"":20260829,""sigma"":0.05}},{""name"":""jpeg"",""params"":{""quality"":50}}]}"
b0,hard_galip,Hard GALIP,20,new_six_stage,6-stage random composition,0.46,0.470424,0.470842082023679,0.474,0.4957098662853241,0.495724618434906,0.512,135,128,0.4738968837892227,,,500,0.488,0.998046875,122,115,0.0,0.0,strict_random_six__profile=full_training_range_v1,strict_random_six,"{""profile"":""full_training_range_v1"",""seed"":20260829}"
b0,seen_family,Seen-family,0,clean,Clean,0.359,0.6160495,0.5708456729432517,0.5555,0.471493661403656,0.4796723636090755,0.248,641,248,0.5376475308739892,,,2000,0.752,0.998046875,752,359,0.0,0.016,clean,clean,{}
b0,seen_family,Seen-family,1,legacy_single_stage,JPEG Q90,0.357,0.6174424999999999,0.5727776856944136,0.5565,0.47146204113960266,0.4796655431091786,0.244,643,244,0.5381169386890592,,,2000,0.756,0.998046875,756,357,0.0,0.016,jpeg__quality=90,jpeg,"{""quality"":90}"
b0,seen_family,Seen-family,2,legacy_single_stage,JPEG Q70,0.339,0.6202319999999999,0.5737747420258572,0.555,0.4723636209964752,0.48038087958097453,0.229,661,229,0.5332220059076263,,,2000,0.771,0.998046875,771,339,0.0,0.012,jpeg__quality=70,jpeg,"{""quality"":70}"
b0,seen_family,Seen-family,3,legacy_single_stage,JPEG Q50,0.335,0.6141865,0.5674877531793094,0.554,0.4735746383666992,0.48051588785648336,0.227,665,227,0.5315317964915303,,,2000,0.773,0.998046875,773,335,0.0,0.009,jpeg__quality=50,jpeg,"{""quality"":50}"
b0,seen_family,Seen-family,4,legacy_single_stage,JPEG Q30,0.329,0.613278,0.566628362394115,0.544,0.47467854619026184,0.48139258137345314,0.241,671,241,0.5218998191397342,,,2000,0.759,0.998046875,759,329,0.0,0.016,jpeg__quality=30,jpeg,"{""quality"":30}"
b0,seen_family,Seen-family,5,legacy_single_stage,Gaussian blur sigma=0.5,0.339,0.6168045,0.5694101637794062,0.553,0.47071006894111633,0.4789096506237984,0.233,661,233,0.5315467132814367,,,2000,0.767,0.998046875,767,339,0.0,0.016,gaussian_blur__sigma=0.5,gaussian_blur,"{""sigma"":0.5}"
b0,seen_family,Seen-family,6,legacy_single_stage,Gaussian blur sigma=1.0,0.346,0.6018095,0.5553707099006682,0.5369999999999999,0.47705721855163574,0.4829086821675301,0.272,654,272,0.519469776932266,,,2000,0.728,0.998046875,728,346,0.0,0.014,gaussian_blur__sigma=1.0,gaussian_blur,"{""sigma"":1.0}"
b0,seen_family,Seen-family,7,legacy_single_stage,Gaussian blur sigma=2.0,0.402,0.575767,0.5394317814555927,0.5365,0.4883156418800354,0.49086473369598393,0.329,598,329,0.5279606908883429,,,2000,0.671,0.998046875,671,402,0.0,0.017,gaussian_blur__sigma=2.0,gaussian_blur,"{""sigma"":2.0}"
b0,seen_family,Seen-family,8,legacy_single_stage,Resize 0.5 bicubic,0.357,0.601829,0.5577942075439971,0.538,0.47743216156959534,0.4832019309997559,0.281,643,281,0.5223517662129009,,,2000,0.719,0.998046875,719,357,0.014,0.014,resize__interpolation=bicubic_scale=0.5,resize,"{""interpolation"":""bicubic"",""scale"":0.5}"
b0,seen_family,Seen-family,9,legacy_single_stage,Resize 0.25 bilinear,0.413,0.5680285,0.5366311148117915,0.535,0.4896289110183716,0.4918803867697715,0.343,587,343,0.5279743705309832,,,2000,0.657,0.998046875,657,413,0.0,0.021,resize__interpolation=bilinear_scale=0.25,resize,"{""interpolation"":""bilinear"",""scale"":0.25}"
b0,seen_family,Seen-family,10,legacy_single_stage,Gaussian noise sigma=0.02,0.384,0.6106010000000001,0.5648649087044282,0.5605,0.47442352771759033,0.48132689592242245,0.263,616,263,0.5463683535416168,,,2000,0.737,0.998046875,737,384,0.0,0.015,gaussian_noise__sigma=0.02,gaussian_noise,"{""seed"":20260827,""sigma"":0.02}"
b0,seen_family,Seen-family,11,legacy_single_stage,Gaussian noise sigma=0.05,0.4,0.607262,0.5635651206945255,0.5455,0.4797406792640686,0.4846894418001174,0.309,600,309,0.5356700182028591,,,2000,0.691,0.998046875,691,400,0.0,0.021,gaussian_noise__sigma=0.05,gaussian_noise,"{""seed"":20260827,""sigma"":0.05}"
b0,seen_family,Seen-family,12,legacy_single_stage,Gaussian noise sigma=0.10,0.67,0.5302024999999999,0.5215956947116305,0.515,0.4973405599594116,0.49757618126273157,0.64,330,640,0.50306104152258,,,2000,0.36,0.998046875,360,670,0.0,0.0,gaussian_noise__sigma=0.1,gaussian_noise,"{""seed"":20260827,""sigma"":0.1}"
b0,seen_family,Seen-family,13,legacy_single_stage,Color jitter 0.8/0.8/0.8,0.318,0.6203245000000001,0.577899359499062,0.557,0.47180309891700745,0.4793266723752021,0.204,682,204,0.5301624068411748,,,2000,0.796,0.998046875,796,318,0.016,0.016,color_jitter__brightness=0.8_contrast=0.8_saturation=0.8,color_jitter,"{""brightness"":0.8,""contrast"":0.8,""saturation"":0.8}"
b0,seen_family,Seen-family,14,legacy_single_stage,Color jitter 1.2/1.2/1.2,0.417,0.6051314999999999,0.5640212884293154,0.5555,0.4711167812347412,0.47916087982058525,0.306,583,306,0.54680673346297,,,2000,0.694,0.998046875,694,417,0.0,0.02,color_jitter__brightness=1.2_contrast=1.2_saturation=1.2,color_jitter,"{""brightness"":1.2,""contrast"":1.2,""saturation"":1.2}"
b0,seen_family,Seen-family,15,legacy_single_stage,Center crop ratio=0.8,0.356,0.612237,0.5662914441422372,0.548,0.4638133645057678,0.4735629642903805,0.26,644,260,0.5306997142667287,,,2000,0.74,0.998046875,740,356,0.0,0.015,center_crop__ratio=0.8,center_crop,"{""ratio"":0.8}"
b0,seen_family,Seen-family,16,legacy_two_stage,2-stage resize 0.5 + JPEG Q70,0.317,0.6070679999999999,0.563941304344272,0.5375,0.4768831729888916,0.48266771876811987,0.242,683,242,0.5138639433937919,,,2000,0.758,0.998046875,758,317,0.017,0.017,resize__interpolation=bicubic_scale=0.5__jpeg__quality=70,combo_resize_jpeg,"{""transforms"":[{""name"":""resize"",""params"":{""interpolation"":""bicubic"",""scale"":0.5}},{""name"":""jpeg"",""params"":{""quality"":70}}]}"
b0,seen_family,Seen-family,17,legacy_two_stage,2-stage crop 0.8 + JPEG Q50,0.33,0.6163185,0.569067996494077,0.545,0.4650922119617462,0.47478077986836437,0.24,670,240,0.5229482844486384,,,2000,0.76,0.998046875,760,330,0.0,0.015,center_crop__ratio=0.8__jpeg__quality=50,combo_crop_jpeg,"{""transforms"":[{""name"":""center_crop"",""params"":{""ratio"":0.8}},{""name"":""jpeg"",""params"":{""quality"":50}}]}"
b0,seen_family,Seen-family,18,new_four_stage_a,4-stage A platform repost,0.349,0.612792,0.5678255271928164,0.55,0.4754026532173157,0.4822810117602348,0.249,651,249,0.5310541173969543,,,2000,0.751,0.998046875,751,349,0.0,0.015,center_crop__ratio=0.85__resize__interpolation=bicubic_scale=0.5__gaussian_blur__sigma=1.0__jpeg__quality=50,combo_four_stage_platform_repost,"{""transforms"":[{""name"":""center_crop"",""params"":{""ratio"":0.85}},{""name"":""resize"",""params"":{""interpolation"":""bicubic"",""scale"":0.5}},{""name"":""gaussian_blur"",""params"":{""sigma"":1.0}},{""name"":""jpeg"",""params"":{""quality"":50}}]}"
b0,seen_family,Seen-family,19,new_four_stage_b,4-stage B edit repost,0.387,0.598433,0.5581388644795015,0.5485,0.481118768453598,0.48605372607707975,0.29,613,290,0.5364084903473625,,,2000,0.71,0.998046875,710,387,0.021,0.021,color_jitter__brightness=1.15_contrast=1.15_saturation=0.85__resize__interpolation=bilinear_scale=0.5__gaussian_noise__sigma=0.05__jpeg__quality=50,combo_four_stage_edit_repost,"{""transforms"":[{""name"":""color_jitter"",""params"":{""brightness"":1.15,""contrast"":1.15,""saturation"":0.85}},{""name"":""resize"",""params"":{""interpolation"":""bilinear"",""scale"":0.5}},{""name"":""gaussian_noise"",""params"":{""seed"":20260829,""sigma"":0.05}},{""name"":""jpeg"",""params"":{""quality"":50}}]}"
b0,seen_family,Seen-family,20,new_six_stage,6-stage random composition,0.483,0.6029945,0.5611642722845505,0.5609999999999999,0.48040181398391724,0.4860207631886006,0.361,517,361,0.5583127749226293,,,2000,0.639,0.998046875,639,483,0.0,0.028,strict_random_six__profile=full_training_range_v1,strict_random_six,"{""profile"":""full_training_range_v1"",""seed"":20260829}"
b0,unseen_generator,Unseen-generator,0,clean,Clean,0.664,0.7910400000000001,0.7478344647993455,0.712,0.47233352065086365,0.48374169045686727,0.24,336,240,0.7113349156456475,,,2000,0.76,0.998046875,760,664,0.068,0.068,clean,clean,{}
b0,unseen_generator,Unseen-generator,1,legacy_single_stage,JPEG Q90,0.666,0.7914705,0.7496333329361892,0.7145,0.4723987877368927,0.48376732304692266,0.237,334,237,0.7138268492060449,,,2000,0.763,0.998046875,763,666,0.066,0.066,jpeg__quality=90,jpeg,"{""quality"":90}"
b0,unseen_generator,Unseen-generator,2,legacy_single_stage,JPEG Q70,0.616,0.7735135,0.7263468395292979,0.6905,0.47387799620628357,0.4845063439011573,0.235,384,235,0.6887726101796496,,,2000,0.765,0.998046875,765,616,0.0,0.06,jpeg__quality=70,jpeg,"{""quality"":70}"
b0,unseen_generator,Unseen-generator,3,legacy_single_stage,JPEG Q50,0.594,0.765508,0.7188567809978734,0.675,0.47517871856689453,0.48520019567012784,0.244,406,244,0.6728535924198666,,,2000,0.756,0.998046875,756,594,0.058,0.058,jpeg__quality=50,jpeg,"{""quality"":50}"
b0,unseen_generator,Unseen-generator,4,legacy_single_stage,JPEG Q30,0.569,0.7517849999999999,0.6988236501050917,0.669,0.47648900747299194,0.485869379401207,0.231,431,231,0.6656565656565656,,,2000,0.769,0.998046875,769,569,0.0,0.053,jpeg__quality=30,jpeg,"{""quality"":30}"
b0,unseen_generator,Unseen-generator,5,legacy_single_stage,Gaussian blur sigma=0.5,0.61,0.7789985,0.733855395829025,0.69,0.4718244969844818,0.4832732163965703,0.23,390,230,0.6880032206119162,,,2000,0.77,0.998046875,770,610,0.057,0.057,gaussian_blur__sigma=0.5,gaussian_blur,"{""sigma"":0.5}"
b0,unseen_generator,Unseen-generator,6,legacy_single_stage,Gaussian blur sigma=1.0,0.571,0.729741,0.6803667324595322,0.6559999999999999,0.47919392585754395,0.48730882003903386,0.259,429,259,0.6534965123013774,,,2000,0.741,0.998046875,741,571,0.0,0.04,gaussian_blur__sigma=1.0,gaussian_blur,"{""sigma"":1.0}"
b0,unseen_generator,Unseen-generator,7,legacy_single_stage,Gaussian blur sigma=2.0,0.525,0.647521,0.5978035967997316,0.5955,0.48888877034187317,0.49239328175783154,0.334,475,334,0.5934794914423414,,,2000,0.666,0.998046875,666,525,0.0,0.031,gaussian_blur__sigma=2.0,gaussian_blur,"{""sigma"":2.0}"
b0,unseen_generator,Unseen-generator,8,legacy_single_stage,Resize 0.5 bicubic,0.592,0.7375905,0.6877213964551877,0.6655,0.4797824025154114,0.4877414462268352,0.261,408,261,0.6636831322009324,,,2000,0.739,0.998046875,739,592,0.0,0.047,resize__interpolation=bicubic_scale=0.5,resize,"{""interpolation"":""bicubic"",""scale"":0.5}"
b0,unseen_generator,Unseen-generator,9,legacy_single_stage,Resize 0.25 bilinear,0.5,0.6322795000000001,0.5834168199667129,0.581,0.4902835190296173,0.49307370263338085,0.338,500,338,0.578232785304382,,,2000,0.662,0.998046875,662,500,0.0,0.024,resize__interpolation=bilinear_scale=0.25,resize,"{""interpolation"":""bilinear"",""scale"":0.25}"
b0,unseen_generator,Unseen-generator,10,legacy_single_stage,Gaussian noise sigma=0.02,0.655,0.7759379999999999,0.7300236530894347,0.6990000000000001,0.4749058485031128,0.4852290191948414,0.257,345,257,0.6984161336347168,,,2000,0.743,0.998046875,743,655,0.0,0.072,gaussian_noise__sigma=0.02,gaussian_noise,"{""seed"":20260827,""sigma"":0.02}"
b0,unseen_generator,Unseen-generator,11,legacy_single_stage,Gaussian noise sigma=0.05,0.641,0.7424514999999999,0.6890595408522442,0.6775,0.4803559184074402,0.4882839248478412,0.286,359,286,0.6770697762093549,,,2000,0.714,0.998046875,714,641,0.0,0.053,gaussian_noise__sigma=0.05,gaussian_noise,"{""seed"":20260827,""sigma"":0.05}"
b0,unseen_generator,Unseen-generator,12,legacy_single_stage,Gaussian noise sigma=0.10,0.652,0.5024675000000001,0.49892405763024844,0.51,0.49748706817626953,0.49748390913009644,0.632,348,632,0.4999163125257696,,,2000,0.368,0.998046875,368,652,0.0,0.0,gaussian_noise__sigma=0.1,gaussian_noise,"{""seed"":20260827,""sigma"":0.1}"
b0,unseen_generator,Unseen-generator,13,legacy_single_stage,Color jitter 0.8/0.8/0.8,0.576,0.7864410000000001,0.7436756094346321,0.696,0.4720169007778168,0.48302000167965886,0.184,424,184,0.6915584415584415,,,2000,0.816,0.998046875,816,576,0.048,0.048,color_jitter__brightness=0.8_contrast=0.8_saturation=0.8,color_jitter,"{""brightness"":0.8,""contrast"":0.8,""saturation"":0.8}"
b0,unseen_generator,Unseen-generator,14,legacy_single_stage,Color jitter 1.2/1.2/1.2,0.715,0.781872,0.7360043955687231,0.709,0.47146958112716675,0.48333252108097075,0.297,285,297,0.7089895236228505,,,2000,0.703,0.998046875,703,715,0.0,0.095,color_jitter__brightness=1.2_contrast=1.2_saturation=1.2,color_jitter,"{""brightness"":1.2,""contrast"":1.2,""saturation"":1.2}"
b0,unseen_generator,Unseen-generator,15,legacy_single_stage,Center crop ratio=0.8,0.609,0.76102,0.7108735122758879,0.6819999999999999,0.4662974774837494,0.4796901731789112,0.245,391,245,0.6802962989772497,,,2000,0.755,0.998046875,755,609,0.0,0.055,center_crop__ratio=0.8,center_crop,"{""ratio"":0.8}"
b0,unseen_generator,Unseen-generator,16,legacy_two_stage,2-stage resize 0.5 + JPEG Q70,0.55,0.7399744999999999,0.6932831676988549,0.66,0.47904881834983826,0.4871633235812187,0.23,450,230,0.6558356108917907,,,2000,0.77,0.998046875,770,550,0.0,0.044,resize__interpolation=bicubic_scale=0.5__jpeg__quality=70,combo_resize_jpeg,"{""transforms"":[{""name"":""resize"",""params"":{""interpolation"":""bicubic"",""scale"":0.5}},{""name"":""jpeg"",""params"":{""quality"":70}}]}"
b0,unseen_generator,Unseen-generator,17,legacy_two_stage,2-stage crop 0.8 + JPEG Q50,0.561,0.7509215,0.7001478137618533,0.6675,0.46814194321632385,0.48069528612494467,0.226,439,226,0.6636854361380367,,,2000,0.774,0.998046875,774,561,0.0,0.053,center_crop__ratio=0.8__jpeg__quality=50,combo_crop_jpeg,"{""transforms"":[{""name"":""center_crop"",""params"":{""ratio"":0.8}},{""name"":""jpeg"",""params"":{""quality"":50}}]}"
b0,unseen_generator,Unseen-generator,18,new_four_stage_a,4-stage A platform repost,0.482,0.6956129999999999,0.645392549694887,0.6194999999999999,0.4778413772583008,0.48610305163264267,0.243,518,243,0.6121675426023252,,,2000,0.757,0.998046875,757,482,0.0,0.029,center_crop__ratio=0.85__resize__interpolation=bicubic_scale=0.5__gaussian_blur__sigma=1.0__jpeg__quality=50,combo_four_stage_platform_repost,"{""transforms"":[{""name"":""center_crop"",""params"":{""ratio"":0.85}},{""name"":""resize"",""params"":{""interpolation"":""bicubic"",""scale"":0.5}},{""name"":""gaussian_blur"",""params"":{""sigma"":1.0}},{""name"":""jpeg"",""params"":{""quality"":50}}]}"
b0,unseen_generator,Unseen-generator,19,new_four_stage_b,4-stage B edit repost,0.538,0.6997609999999999,0.6454779302950359,0.6245,0.4827632009983063,0.4892719868421554,0.289,462,289,0.6216692346308164,,,2000,0.711,0.998046875,711,538,0.0,0.04,color_jitter__brightness=1.15_contrast=1.15_saturation=0.85__resize__interpolation=bilinear_scale=0.5__gaussian_noise__sigma=0.05__jpeg__quality=50,combo_four_stage_edit_repost,"{""transforms"":[{""name"":""color_jitter"",""params"":{""brightness"":1.15,""contrast"":1.15,""saturation"":0.85}},{""name"":""resize"",""params"":{""interpolation"":""bilinear"",""scale"":0.5}},{""name"":""gaussian_noise"",""params"":{""seed"":20260829,""sigma"":0.05}},{""name"":""jpeg"",""params"":{""quality"":50}}]}"
b0,unseen_generator,Unseen-generator,20,new_six_stage,6-stage random composition,0.546,0.6514169999999999,0.5977579273938508,0.599,0.48348259925842285,0.489507065564394,0.348,454,348,0.5978704180041737,,,2000,0.652,0.998046875,652,546,0.0,0.037,strict_random_six__profile=full_training_range_v1,strict_random_six,"{""profile"":""full_training_range_v1"",""seed"":20260829}"
